year,experience_ord,role_encoded,num_skills,skill_count,avg_skill_trend_score,demand_index,salary_vs_median,salary_cagr_5yr,future_proof,salary_usd,automation_risk,job_role,experience_level,risk_label
2024,1,3,3,3,8.13,150.1,0.802,0.072,1,87775.0,0.119,Business Analyst,Entry,Low Risk
2021,4,23,6,6,7.35,108.0,1.092,0.0549,0,251142.0,0.416,Supply Chain Analyst,Lead,Moderate Risk
2019,4,23,6,6,6.62,96.8,1.081,0.0549,0,248579.0,0.98,Supply Chain Analyst,Lead,Critical Risk
2024,1,12,5,5,5.76,115.2,1.008,0.0709,0,110439.0,0.98,Financial Analyst,Entry,Critical Risk
2025,4,18,5,5,4.26,105.8,0.907,0.0194,0,208586.0,0.98,QA Engineer,Lead,Critical Risk
2023,4,21,4,4,6.68,129.4,1.163,0.044,0,267489.0,0.755,Software Developer,Lead,Critical Risk
2020,2,13,3,3,6.5,102.5,0.71,0.015,0,105547.0,0.765,HR Analyst,Mid,Critical Risk
2020,5,21,5,5,4.98,107.3,1.141,0.044,0,291765.0,0.98,Software Developer,Principal,Critical Risk
2025,4,10,6,6,6.82,142.6,1.067,0.0445,0,245417.0,0.778,Digital Marketer,Lead,Critical Risk
2025,4,3,6,6,6.17,121.4,1.126,0.072,0,259023.0,0.893,Business Analyst,Lead,Critical Risk
2024,2,0,4,4,6.5,151.9,1.391,0.0761,0,206895.0,0.396,AI Engineer,Mid,Moderate Risk
2023,4,23,6,6,8.1,125.1,1.241,0.0549,1,285533.0,0.05,Supply Chain Analyst,Lead,Low Risk
2023,5,21,5,5,6.78,113.3,1.355,0.044,0,346668.0,0.692,Software Developer,Principal,High Risk
2025,5,17,6,6,5.35,119.3,1.416,0.0733,0,362112.0,0.98,Product Manager,Principal,Critical Risk
2020,2,11,3,3,3.97,94.0,0.53,-0.0074,0,78811.0,0.98,Excel Analyst,Mid,Critical Risk
2021,1,2,3,3,3.53,107.7,0.717,0.0454,0,78466.0,0.98,BI Developer,Entry,Critical Risk
2023,3,18,3,3,6.67,104.1,0.842,0.0194,0,163844.0,0.711,QA Engineer,Senior,High Risk
2023,4,15,5,5,4.1,113.8,1.217,0.0728,0,279984.0,0.98,Machine Learning Engineer,Lead,Critical Risk
2023,3,0,6,6,6.02,114.1,1.652,0.0761,0,321256.0,0.823,AI Engineer,Senior,Critical Risk
2021,4,12,3,3,2.1,110.5,0.555,0.0709,0,127617.0,0.98,Financial Analyst,Lead,Critical Risk
2021,1,22,6,6,7.55,106.8,1.325,0.0662,0,145049.0,0.405,Statistician,Entry,Moderate Risk
2021,5,18,6,6,5.98,111.1,0.983,0.0194,0,251309.0,0.98,QA Engineer,Principal,Critical Risk
2020,5,6,6,6,4.98,94.3,0.861,0.0674,0,220299.0,0.98,Data Analyst,Principal,Critical Risk
2023,5,18,4,4,8.43,96.0,1.146,0.0194,1,293044.0,0.253,QA Engineer,Principal,Moderate Risk
2024,4,0,3,3,3.67,134.0,1.24,0.0761,0,285178.0,0.98,AI Engineer,Lead,Critical Risk
2025,2,0,4,4,8.38,125.1,1.656,0.0761,1,246312.0,0.05,AI Engineer,Mid,Low Risk
2020,4,0,6,6,7.53,105.1,1.667,0.0761,1,383545.0,0.213,AI Engineer,Lead,Low Risk
2021,5,22,6,6,6.8,110.1,1.387,0.0662,0,354773.0,0.38,Statistician,Principal,Moderate Risk
2019,3,18,4,4,5.75,103.4,0.781,0.0194,0,151863.0,0.98,QA Engineer,Senior,Critical Risk
2019,5,5,6,6,6.73,102.3,1.047,0.0492,0,267856.0,0.83,Content Strategist,Principal,Critical Risk
2024,2,21,4,4,8.85,137.9,1.387,0.044,1,206245.0,0.05,Software Developer,Mid,Low Risk
2021,1,12,5,5,6.82,115.8,0.98,0.0709,0,107312.0,0.586,Financial Analyst,Entry,High Risk
2020,2,22,5,5,5.16,99.4,0.933,0.0662,0,138704.0,0.98,Statistician,Mid,Critical Risk
2024,1,23,6,6,5.45,141.6,1.144,0.0549,0,125236.0,0.98,Supply Chain Analyst,Entry,Critical Risk
2020,4,14,5,5,6.34,95.8,0.827,0.0167,0,190282.0,0.98,IT Support Specialist,Lead,Critical Risk
2025,4,2,3,3,6.07,168.4,1.034,0.0454,0,237902.0,0.98,BI Developer,Lead,Critical Risk
2022,4,10,3,3,4.87,119.1,0.717,0.0445,0,164878.0,0.98,Digital Marketer,Lead,Critical Risk
2019,4,9,5,5,6.02,101.3,1.11,0.061,0,255409.0,0.98,DevOps Engineer,Lead,Critical Risk
2020,4,13,6,6,6.82,106.1,1.107,0.015,0,254645.0,0.98,HR Analyst,Lead,Critical Risk
2020,2,5,5,5,5.38,109.0,0.707,0.0492,0,105171.0,0.98,Content Strategist,Mid,Critical Risk
2024,3,12,3,3,8.9,130.8,1.052,0.0709,1,204609.0,0.089,Financial Analyst,Senior,Low Risk
2022,2,12,4,4,8.32,129.1,1.112,0.0709,1,165351.0,0.055,Financial Analyst,Mid,Low Risk
2020,4,3,5,5,8.04,100.4,1.241,0.072,1,285403.0,0.05,Business Analyst,Lead,Low Risk
2024,4,5,3,3,6.2,123.4,0.67,0.0492,0,154052.0,0.888,Content Strategist,Lead,Critical Risk
2025,3,22,4,4,5.03,124.9,0.896,0.0662,0,174213.0,0.98,Statistician,Senior,Critical Risk
2025,2,0,6,6,7.47,147.1,1.878,0.0761,1,279343.0,0.05,AI Engineer,Mid,Low Risk
2020,5,9,3,3,5.7,103.8,1.067,0.061,0,272847.0,0.98,DevOps Engineer,Principal,Critical Risk
2024,2,21,5,5,8.62,154.8,1.594,0.044,1,237017.0,0.05,Software Developer,Mid,Low Risk
2022,5,9,3,3,6.27,119.9,1.137,0.061,0,290831.0,0.552,DevOps Engineer,Principal,High Risk
2022,3,23,3,3,7.13,107.8,0.899,0.0549,0,174936.0,0.355,Supply Chain Analyst,Senior,Moderate Risk
2022,4,4,5,5,6.86,112.0,1.475,0.0635,0,339243.0,0.428,Cloud Architect,Lead,Moderate Risk
2019,4,7,6,6,5.52,105.5,1.171,0.1045,0,269394.0,0.98,Data Engineer,Lead,Critical Risk
2020,4,4,6,6,7.63,105.8,1.675,0.0635,1,385260.0,0.339,Cloud Architect,Lead,Moderate Risk
2021,4,2,6,6,6.98,116.2,1.124,0.0454,0,258439.0,0.502,BI Developer,Lead,High Risk
2019,2,17,3,3,6.27,106.1,1.038,0.0733,0,154417.0,0.779,Product Manager,Mid,Critical Risk
2020,5,17,4,4,5.65,108.4,1.073,0.0733,0,274366.0,0.914,Product Manager,Principal,Critical Risk
2022,2,8,5,5,7.4,112.1,1.238,0.0881,1,184081.0,0.307,Data Scientist,Mid,Moderate Risk
2019,2,4,6,6,3.88,105.6,1.05,0.0635,0,156236.0,0.98,Cloud Architect,Mid,Critical Risk
2023,1,23,6,6,5.82,139.9,1.007,0.0549,0,110291.0,0.98,Supply Chain Analyst,Entry,Critical Risk
2025,3,13,3,3,5.6,123.7,0.571,0.015,0,111063.0,0.867,HR Analyst,Senior,Critical Risk
2021,2,2,3,3,6.43,112.6,0.913,0.0454,0,135720.0,0.98,BI Developer,Mid,Critical Risk
2022,2,0,6,6,4.22,117.2,1.321,0.0761,0,196546.0,0.98,AI Engineer,Mid,Critical Risk
2024,3,15,6,6,6.15,129.1,1.386,0.0728,0,269494.0,0.645,Machine Learning Engineer,Senior,High Risk
2025,3,18,6,6,7.47,135.6,1.398,0.0194,0,271896.0,0.701,QA Engineer,Senior,High Risk
2024,2,11,3,3,8.23,89.1,0.749,-0.0074,0,111406.0,0.494,Excel Analyst,Mid,Moderate Risk
2025,3,10,5,5,7.26,141.5,0.93,0.0445,0,180840.0,0.723,Digital Marketer,Senior,High Risk
2023,1,8,6,6,5.35,131.3,1.201,0.0881,0,131500.0,0.98,Data Scientist,Entry,Critical Risk
2021,5,22,3,3,4.4,110.0,0.821,0.0662,0,209867.0,0.98,Statistician,Principal,Critical Risk
2025,4,2,6,6,5.57,152.8,1.106,0.0454,0,254480.0,0.98,BI Developer,Lead,Critical Risk
2022,3,1,4,4,5.98,114.1,0.894,0.0589,0,173860.0,0.98,Accountant,Senior,Critical Risk
2024,4,15,3,3,8.57,115.9,1.372,0.0728,1,315497.0,0.05,Machine Learning Engineer,Lead,Low Risk
2022,4,14,5,5,3.74,126.6,0.577,0.0167,0,132774.0,0.98,IT Support Specialist,Lead,Critical Risk
2024,3,21,4,4,7.42,114.9,1.181,0.044,0,229695.0,0.55,Software Developer,Senior,High Risk
2020,2,6,4,4,3.32,117.6,0.53,0.0674,0,78821.0,0.98,Data Analyst,Mid,Critical Risk
2020,3,8,6,6,7.72,111.5,1.407,0.0881,1,273546.0,0.057,Data Scientist,Senior,Low Risk
2022,1,10,4,4,6.08,132.7,0.782,0.0445,0,85610.0,0.98,Digital Marketer,Entry,Critical Risk
2019,1,4,6,6,3.9,105.2,1.127,0.0635,0,123453.0,0.98,Cloud Architect,Entry,Critical Risk
2019,4,10,6,6,7.42,99.8,0.999,0.0445,0,229822.0,0.463,Digital Marketer,Lead,Moderate Risk
2023,3,8,3,3,3.9,124.7,0.858,0.0881,0,166804.0,0.98,Data Scientist,Senior,Critical Risk
2024,1,18,4,4,8.1,108.7,1.064,0.0194,1,116548.0,0.329,QA Engineer,Entry,Moderate Risk
2023,3,23,4,4,5.2,146.3,0.783,0.0549,0,152258.0,0.98,Supply Chain Analyst,Senior,Critical Risk
2025,3,23,4,4,5.6,150.2,0.953,0.0549,0,185255.0,0.98,Supply Chain Analyst,Senior,Critical Risk
2020,2,2,6,6,7.17,101.9,1.133,0.0454,0,168467.0,0.35,BI Developer,Mid,Moderate Risk
2019,3,6,4,4,5.43,106.9,0.737,0.0674,0,143417.0,0.98,Data Analyst,Senior,Critical Risk
2019,4,4,4,4,7.8,97.5,1.279,0.0635,1,294238.0,0.05,Cloud Architect,Lead,Low Risk
2021,1,9,4,4,3.38,116.2,0.943,0.061,0,103298.0,0.98,DevOps Engineer,Entry,Critical Risk
2024,4,3,3,3,1.67,152.8,0.582,0.072,0,133837.0,0.98,Business Analyst,Lead,Critical Risk
2025,1,19,4,4,5.0,163.1,0.726,0.0467,0,79503.0,0.98,SEO Specialist,Entry,Critical Risk
2020,3,17,6,6,6.58,107.3,1.415,0.0733,0,275240.0,0.94,Product Manager,Senior,Critical Risk
2019,4,20,4,4,5.15,102.4,0.797,0.0651,0,183322.0,0.98,SQL Developer,Lead,Critical Risk
2020,3,8,5,5,4.5,111.9,0.992,0.0881,0,192926.0,0.98,Data Scientist,Senior,Critical Risk
2022,2,11,6,6,6.17,108.7,0.855,-0.0074,0,127111.0,0.98,Excel Analyst,Mid,Critical Risk
2025,5,6,5,5,7.22,119.1,1.142,0.0674,0,292193.0,0.611,Data Analyst,Principal,High Risk
2025,2,3,5,5,5.12,176.2,0.766,0.072,0,113953.0,0.98,Business Analyst,Mid,Critical Risk
2024,3,17,5,5,5.74,133.8,1.164,0.0733,0,226413.0,0.98,Product Manager,Senior,Critical Risk
2020,5,19,5,5,4.14,118.1,0.634,0.0467,0,162277.0,0.98,SEO Specialist,Principal,Critical Risk
2019,5,3,4,4,8.05,97.0,0.896,0.072,1,229106.0,0.05,Business Analyst,Principal,Low Risk
2023,5,0,3,3,5.63,127.9,1.373,0.0761,0,351136.0,0.42,AI Engineer,Principal,Moderate Risk
2020,4,0,3,3,6.73,106.3,1.283,0.0761,0,295142.0,0.421,AI Engineer,Lead,Moderate Risk
2021,1,15,5,5,6.3,114.1,1.361,0.0728,0,149004.0,0.571,Machine Learning Engineer,Entry,High Risk
2025,5,17,4,4,5.4,158.4,1.307,0.0733,0,334235.0,0.909,Product Manager,Principal,Critical Risk
2023,2,23,4,4,7.35,119.8,1.047,0.0549,1,155718.0,0.282,Supply Chain Analyst,Mid,Moderate Risk
2025,4,9,6,6,5.27,169.3,1.4,0.061,0,322128.0,0.98,DevOps Engineer,Lead,Critical Risk
2022,4,20,6,6,5.92,113.4,0.927,0.0651,0,213314.0,0.98,SQL Developer,Lead,Critical Risk
2024,4,18,4,4,6.45,102.5,0.952,0.0194,0,218927.0,0.927,QA Engineer,Lead,Critical Risk
2024,5,5,6,6,7.42,162.3,1.235,0.0492,0,315822.0,0.393,Content Strategist,Principal,Moderate Risk
2019,4,1,5,5,7.78,102.4,0.975,0.0589,1,224194.0,0.33,Accountant,Lead,Moderate Risk
2021,3,9,3,3,4.47,111.2,0.997,0.061,0,193836.0,0.846,DevOps Engineer,Senior,Critical Risk
2021,2,0,3,3,8.2,105.8,1.379,0.0761,1,205172.0,0.05,AI Engineer,Mid,Low Risk
2019,4,18,6,6,5.02,95.7,0.828,0.0194,0,190403.0,0.98,QA Engineer,Lead,Critical Risk
2020,4,5,4,4,5.32,111.8,0.798,0.0492,0,183582.0,0.98,Content Strategist,Lead,Critical Risk
2024,4,1,6,6,7.12,144.7,1.153,0.0589,0,265226.0,0.793,Accountant,Lead,Critical Risk
2025,1,2,3,3,5.7,133.8,0.964,0.0454,0,105600.0,0.98,BI Developer,Entry,Critical Risk
2023,5,19,4,4,6.62,108.2,0.768,0.0467,0,196305.0,0.98,SEO Specialist,Principal,Critical Risk
2023,1,2,4,4,3.98,109.3,0.767,0.0454,0,84040.0,0.98,BI Developer,Entry,Critical Risk
2023,3,1,3,3,5.87,126.2,0.706,0.0589,0,137234.0,0.98,Accountant,Senior,Critical Risk
2020,1,18,6,6,7.28,96.3,1.284,0.0194,1,140602.0,0.327,QA Engineer,Entry,Moderate Risk
2020,1,22,6,6,6.02,100.7,1.15,0.0662,0,125932.0,0.98,Statistician,Entry,Critical Risk
2019,4,0,4,4,8.1,93.1,1.434,0.0761,1,329883.0,0.05,AI Engineer,Lead,Low Risk
2019,2,3,4,4,6.2,110.4,0.7,0.072,0,104176.0,0.801,Business Analyst,Mid,Critical Risk
2021,3,3,6,6,7.22,131.6,1.047,0.072,0,203645.0,0.524,Business Analyst,Senior,High Risk
2019,5,22,4,4,2.8,102.7,0.711,0.0662,0,181948.0,0.98,Statistician,Principal,Critical Risk
2023,4,18,4,4,6.38,129.1,0.936,0.0194,0,215291.0,0.72,QA Engineer,Lead,High Risk
2025,5,11,6,6,6.65,140.8,1.09,-0.0074,0,278896.0,0.98,Excel Analyst,Principal,Critical Risk
2019,4,3,5,5,4.62,95.5,0.701,0.072,0,161222.0,0.98,Business Analyst,Lead,Critical Risk
2025,3,5,3,3,8.63,157.2,0.904,0.0492,1,175864.0,0.05,Content Strategist,Senior,Low Risk
2025,5,7,4,4,5.22,165.2,1.32,0.1045,0,337562.0,0.873,Data Engineer,Principal,Critical Risk
2021,3,13,4,4,6.78,122.9,0.756,0.015,0,147002.0,0.771,HR Analyst,Senior,Critical Risk
2021,2,6,6,6,6.05,129.2,1.052,0.0674,0,156428.0,0.98,Data Analyst,Mid,Critical Risk
2024,4,10,3,3,6.23,159.6,0.715,0.0445,0,164537.0,0.903,Digital Marketer,Lead,Critical Risk
2022,1,23,5,5,4.7,126.6,0.875,0.0549,0,95788.0,0.98,Supply Chain Analyst,Entry,Critical Risk
2019,4,15,6,6,5.13,96.9,1.29,0.0728,0,296742.0,0.98,Machine Learning Engineer,Lead,Critical Risk
2021,1,20,4,4,8.57,95.6,1.018,0.0651,1,111528.0,0.05,SQL Developer,Entry,Low Risk
2024,5,16,4,4,5.25,151.2,0.818,0.0783,0,209269.0,0.98,Operations Analyst,Principal,Critical Risk
2023,4,5,4,4,2.62,134.8,0.492,0.0492,0,113168.0,0.98,Content Strategist,Lead,Critical Risk
2019,2,12,5,5,4.58,101.1,0.664,0.0709,0,98765.0,0.98,Financial Analyst,Mid,Critical Risk
2020,1,23,5,5,6.62,99.0,0.883,0.0549,0,96712.0,0.66,Supply Chain Analyst,Entry,High Risk
2024,3,3,5,5,6.78,122.1,1.001,0.072,0,194686.0,0.666,Business Analyst,Senior,High Risk
2025,2,3,6,6,8.05,129.1,1.189,0.072,1,176853.0,0.05,Business Analyst,Mid,Low Risk
2023,2,6,4,4,9.15,116.9,1.124,0.0674,1,167172.0,0.05,Data Analyst,Mid,Low Risk
2024,1,15,3,3,2.07,155.7,1.108,0.0728,0,121382.0,0.98,Machine Learning Engineer,Entry,Critical Risk
2025,2,22,4,4,7.35,163.0,1.187,0.0662,0,176492.0,0.438,Statistician,Mid,Moderate Risk
2019,5,1,6,6,6.77,102.3,1.062,0.0589,0,271729.0,0.98,Accountant,Principal,Critical Risk
2025,1,16,6,6,6.67,122.1,1.295,0.0783,0,141829.0,0.98,Operations Analyst,Entry,Critical Risk
2019,1,19,6,6,5.48,102.0,0.74,0.0467,0,81044.0,0.98,SEO Specialist,Entry,Critical Risk
2023,4,6,6,6,4.22,142.8,0.867,0.0674,0,199442.0,0.98,Data Analyst,Lead,Critical Risk
2022,3,5,3,3,7.0,128.9,0.729,0.0492,0,141727.0,0.611,Content Strategist,Senior,High Risk
2023,5,20,5,5,5.86,107.3,0.954,0.0651,0,243875.0,0.98,SQL Developer,Principal,Critical Risk
2020,1,7,5,5,4.54,106.5,1.088,0.1045,0,119199.0,0.98,Data Engineer,Entry,Critical Risk
2023,2,19,5,5,7.88,130.7,1.111,0.0467,0,165306.0,0.399,SEO Specialist,Mid,Moderate Risk
2024,2,23,3,3,8.47,154.6,0.969,0.0549,1,144046.0,0.108,Supply Chain Analyst,Mid,Low Risk
2024,1,20,6,6,4.2,123.7,0.852,0.0651,0,93348.0,0.98,SQL Developer,Entry,Critical Risk
2023,5,4,5,5,7.42,127.9,1.769,0.0635,1,452557.0,0.05,Cloud Architect,Principal,Low Risk
2019,2,13,4,4,4.98,107.6,0.635,0.015,0,94511.0,0.98,HR Analyst,Mid,Critical Risk
2021,4,17,4,4,7.6,107.9,1.316,0.0733,1,302827.0,0.301,Product Manager,Lead,Moderate Risk
2023,2,15,4,4,4.03,114.2,1.205,0.0728,0,179172.0,0.98,Machine Learning Engineer,Mid,Critical Risk
2019,2,20,4,4,7.28,94.1,1.028,0.0651,0,152859.0,0.457,SQL Developer,Mid,Moderate Risk
2020,2,2,5,5,6.38,101.0,0.983,0.0454,0,146199.0,0.98,BI Developer,Mid,Critical Risk
2025,3,15,6,6,5.57,172.7,1.595,0.0728,0,310286.0,0.98,Machine Learning Engineer,Senior,Critical Risk
2025,4,1,4,4,6.22,137.8,0.849,0.0589,0,195259.0,0.917,Accountant,Lead,Critical Risk
2021,5,4,3,3,2.77,109.1,1.043,0.0635,0,266786.0,0.98,Cloud Architect,Principal,Critical Risk
2023,2,0,3,3,3.6,133.1,1.217,0.0761,0,181005.0,0.98,AI Engineer,Mid,Critical Risk
2025,5,5,3,3,3.53,149.4,0.626,0.0492,0,160103.0,0.98,Content Strategist,Principal,Critical Risk
2020,4,5,6,6,7.53,105.7,1.106,0.0492,1,254471.0,0.325,Content Strategist,Lead,Moderate Risk
2022,4,16,6,6,4.2,114.3,0.84,0.0783,0,193304.0,0.98,Operations Analyst,Lead,Critical Risk
2020,2,14,5,5,6.32,93.1,0.738,0.0167,0,109718.0,0.98,IT Support Specialist,Mid,Critical Risk
2023,2,8,6,6,7.65,123.4,1.471,0.0881,1,218833.0,0.05,Data Scientist,Mid,Low Risk
2021,4,18,6,6,7.05,93.8,1.19,0.0194,0,273827.0,0.449,QA Engineer,Lead,Moderate Risk
2022,3,11,3,3,6.73,111.8,0.68,-0.0074,0,132335.0,0.98,Excel Analyst,Senior,Critical Risk
2024,3,8,3,3,9.23,143.9,1.357,0.0881,1,264001.0,0.05,Data Scientist,Senior,Low Risk
2021,3,20,5,5,4.56,119.1,0.814,0.0651,0,158226.0,0.98,SQL Developer,Senior,Critical Risk
2024,3,19,5,5,4.86,153.1,0.752,0.0467,0,146249.0,0.98,SEO Specialist,Senior,Critical Risk
2019,5,10,4,4,6.6,98.2,0.749,0.0445,0,191524.0,0.741,Digital Marketer,Principal,High Risk
2023,4,19,3,3,6.17,132.8,0.768,0.0467,0,176612.0,0.98,SEO Specialist,Lead,Critical Risk
2024,2,18,3,3,7.1,130.5,0.97,0.0194,0,144249.0,0.623,QA Engineer,Mid,High Risk
2021,1,17,5,5,5.52,123.7,0.958,0.0733,0,104868.0,0.98,Product Manager,Entry,Critical Risk
2024,3,19,3,3,4.73,165.9,0.662,0.0467,0,128663.0,0.98,SEO Specialist,Senior,Critical Risk
2020,5,4,6,6,5.63,111.3,1.44,0.0635,0,368316.0,0.98,Cloud Architect,Principal,Critical Risk
2019,5,4,3,3,6.93,105.1,1.393,0.0635,0,356312.0,0.38,Cloud Architect,Principal,Moderate Risk
2019,5,16,4,4,8.6,97.6,1.04,0.0783,1,265907.0,0.05,Operations Analyst,Principal,Low Risk
2021,5,23,3,3,8.73,110.3,0.963,0.0549,1,246184.0,0.05,Supply Chain Analyst,Principal,Low Risk
2025,4,18,4,4,5.98,83.5,0.833,0.0194,0,191675.0,0.98,QA Engineer,Lead,Critical Risk
2025,2,20,6,6,4.47,124.3,0.936,0.0651,0,139199.0,0.98,SQL Developer,Mid,Critical Risk
2021,2,12,5,5,8.62,122.8,1.232,0.0709,1,183294.0,0.05,Financial Analyst,Mid,Low Risk
2023,5,11,6,6,5.48,86.9,0.957,-0.0074,0,244747.0,0.98,Excel Analyst,Principal,Critical Risk
2022,3,9,4,4,7.18,122.2,1.207,0.061,0,234694.0,0.372,DevOps Engineer,Senior,Moderate Risk
2022,2,21,6,6,6.5,130.9,1.412,0.044,0,209944.0,0.98,Software Developer,Mid,Critical Risk
2024,2,8,3,3,6.73,114.5,1.263,0.0881,0,187865.0,0.521,Data Scientist,Mid,High Risk
2025,4,4,5,5,8.54,117.4,1.707,0.0635,1,392671.0,0.05,Cloud Architect,Lead,Low Risk
2024,4,23,6,6,7.3,118.8,1.189,0.0549,0,273464.0,0.691,Supply Chain Analyst,Lead,High Risk
2020,4,4,3,3,5.87,108.9,1.226,0.0635,0,281973.0,0.501,Cloud Architect,Lead,High Risk
2022,4,7,4,4,6.0,115.4,1.163,0.1045,0,267607.0,0.963,Data Engineer,Lead,Critical Risk
2019,4,19,3,3,6.27,97.4,0.67,0.0467,0,154056.0,0.98,SEO Specialist,Lead,Critical Risk
2020,1,20,6,6,3.98,100.4,0.833,0.0651,0,91267.0,0.98,SQL Developer,Entry,Critical Risk
2019,3,21,3,3,6.33,97.5,0.918,0.044,0,178516.0,0.604,Software Developer,Senior,High Risk
2020,2,9,3,3,8.67,109.0,1.134,0.061,1,168725.0,0.05,DevOps Engineer,Mid,Low Risk
2024,1,23,4,4,7.32,140.0,1.068,0.0549,0,116972.0,0.449,Supply Chain Analyst,Entry,Moderate Risk
2025,3,4,4,4,7.7,120.7,1.413,0.0635,1,274821.0,0.05,Cloud Architect,Senior,Low Risk
2019,3,9,6,6,7.22,96.2,1.254,0.061,0,243913.0,0.449,DevOps Engineer,Senior,Moderate Risk
2024,5,22,3,3,8.53,149.3,1.044,0.0662,1,266894.0,0.05,Statistician,Principal,Low Risk
2022,5,15,5,5,4.82,115.6,1.392,0.0728,0,356112.0,0.98,Machine Learning Engineer,Principal,Critical Risk
2025,2,16,5,5,5.7,108.8,1.017,0.0783,0,151191.0,0.98,Operations Analyst,Mid,Critical Risk
2023,4,14,3,3,6.77,116.6,0.665,0.0167,0,152905.0,0.836,IT Support Specialist,Lead,Critical Risk
2019,2,0,3,3,9.1,113.5,1.436,0.0761,1,213505.0,0.05,AI Engineer,Mid,Low Risk
2020,4,7,4,4,5.4,102.9,1.082,0.1045,0,248799.0,0.905,Data Engineer,Lead,Critical Risk
2021,1,13,5,5,4.54,106.5,0.616,0.015,0,67506.0,0.98,HR Analyst,Entry,Critical Risk
2020,5,20,4,4,4.8,99.6,0.739,0.0651,0,189076.0,0.98,SQL Developer,Principal,Critical Risk
2022,1,13,3,3,6.5,134.2,0.737,0.015,0,80672.0,0.98,HR Analyst,Entry,Critical Risk
2020,1,7,4,4,8.28,111.7,1.375,0.1045,1,150612.0,0.05,Data Engineer,Entry,Low Risk
2021,2,2,4,4,5.98,103.3,0.881,0.0454,0,130993.0,0.922,BI Developer,Mid,Critical Risk
2024,3,20,5,5,8.02,110.0,1.087,0.0651,1,211399.0,0.11,SQL Developer,Senior,Low Risk
2024,2,18,6,6,6.25,101.2,1.072,0.0194,0,159474.0,0.98,QA Engineer,Mid,Critical Risk
2024,3,2,5,5,6.74,138.8,1.021,0.0454,0,198553.0,0.603,BI Developer,Senior,High Risk
2021,4,7,4,4,5.08,113.9,1.067,0.1045,0,245547.0,0.98,Data Engineer,Lead,Critical Risk
2022,4,21,6,6,6.43,131.3,1.309,0.044,0,301074.0,0.877,Software Developer,Lead,Critical Risk
2019,5,21,6,6,5.38,108.1,1.131,0.044,0,289200.0,0.98,Software Developer,Principal,Critical Risk
2024,3,16,6,6,6.58,143.0,1.159,0.0783,0,225350.0,0.98,Operations Analyst,Senior,Critical Risk
2024,2,6,6,6,5.57,151.8,0.921,0.0674,0,136979.0,0.98,Data Analyst,Mid,Critical Risk
2025,1,2,6,6,6.38,161.6,1.203,0.0454,0,131752.0,0.907,BI Developer,Entry,Critical Risk
2020,3,18,6,6,5.52,95.4,0.979,0.0194,0,190358.0,0.98,QA Engineer,Senior,Critical Risk
2023,2,9,6,6,6.45,106.4,1.45,0.061,0,215608.0,0.625,DevOps Engineer,Mid,High Risk
2025,4,16,5,5,6.14,117.5,1.047,0.0783,0,240848.0,0.98,Operations Analyst,Lead,Critical Risk
2022,5,2,4,4,7.5,117.4,1.166,0.0454,0,298270.0,0.418,BI Developer,Principal,Moderate Risk
2025,3,20,3,3,4.1,89.2,0.835,0.0651,0,162430.0,0.98,SQL Developer,Senior,Critical Risk
2019,1,21,5,5,6.08,102.0,0.98,0.044,0,107363.0,0.89,Software Developer,Entry,Critical Risk
2019,3,3,3,3,8.47,95.6,0.828,0.072,1,160960.0,0.05,Business Analyst,Senior,Low Risk
2022,5,1,6,6,5.62,123.3,0.96,0.0589,0,245516.0,0.98,Accountant,Principal,Critical Risk
2021,2,4,6,6,8.1,110.2,1.794,0.0635,1,266891.0,0.05,Cloud Architect,Mid,Low Risk
2024,2,21,3,3,5.67,152.9,1.035,0.044,0,153969.0,0.98,Software Developer,Mid,Critical Risk
2025,3,11,6,6,6.15,138.5,0.855,-0.0074,0,166343.0,0.98,Excel Analyst,Senior,Critical Risk
2025,1,4,5,5,5.62,133.0,1.284,0.0635,0,140608.0,0.98,Cloud Architect,Entry,Critical Risk
2023,3,8,3,3,6.33,129.8,1.041,0.0881,0,202488.0,0.398,Data Scientist,Senior,Moderate Risk
2024,5,7,3,3,5.77,112.4,1.209,0.1045,0,309218.0,0.537,Data Engineer,Principal,High Risk
2025,5,23,6,6,5.9,114.0,1.056,0.0549,0,269979.0,0.98,Supply Chain Analyst,Principal,Critical Risk
2025,1,23,3,3,8.77,160.5,1.106,0.0549,1,121141.0,0.05,Supply Chain Analyst,Entry,Low Risk
2020,3,17,4,4,4.4,111.5,1.019,0.0733,0,198186.0,0.98,Product Manager,Senior,Critical Risk
2024,2,4,3,3,6.0,155.3,1.291,0.0635,0,192062.0,0.734,Cloud Architect,Mid,High Risk
2024,4,17,4,4,8.68,116.0,1.439,0.0733,1,330935.0,0.05,Product Manager,Lead,Low Risk
2019,5,4,5,5,5.94,97.9,1.336,0.0635,0,341614.0,0.98,Cloud Architect,Principal,Critical Risk
2021,5,3,6,6,6.43,120.7,1.09,0.072,0,278794.0,0.98,Business Analyst,Principal,Critical Risk
2023,2,12,3,3,5.03,117.0,0.696,0.0709,0,103473.0,0.98,Financial Analyst,Mid,Critical Risk
2025,2,0,4,4,5.75,161.2,1.479,0.0761,0,219989.0,0.861,AI Engineer,Mid,Critical Risk
2025,1,16,5,5,5.56,154.9,0.988,0.0783,0,108228.0,0.98,Operations Analyst,Entry,Critical Risk
